Наименование,Ссылка,Код товара,Категория,Подкатегория,"Ширина рабочая, мм",Способ укладки при упаковке,Цвет лицевой стороны,Цвет обратной стороны,"Высота волны, мм",Класс прочности,Способ производства,Кромка,Группа поверхности,"Длина, мм",Профиль,Форма поставки,Группа стали,Кратность длины,Марка стали,Травленый,Стандарт на марку,Отожженный,Фактура поверхности,Тип товара,Увеличенная длина полосы,Покрытие,Вид рифления,Класс покрытия,"Толщина, мм",Особые свойства,Тип поверхности,"Толщина стенки, мм",Цветовая группа,"Профилеразмер, мм",Производитель,Оцинкованный,Назначение,"Ширина, мм",Стан,Стандарт на продукт,"Нижний Новгород (Коновалова, 6)","Наличие(тонн) в складе: Нижний Новгород (Коновалова, 6)","Цена в складе: Нижний Новгород (Коновалова, 6)","Доставка(да/нет) из склада: Нижний Новгород (Коновалова, 6)","Самовывоз(да/нет) из склада: Нижний Новгород (Коновалова, 6)",Батайск,Наличие(тонн) в складе: Батайск,Цена в складе: Батайск,Доставка(да/нет) из склада: Батайск,Самовывоз(да/нет) из склада: Батайск,"Санкт-Петербург (Арсенальная, 80)","Наличие(тонн) в складе: Санкт-Петербург (Арсенальная, 80)","Цена в складе: Санкт-Петербург (Арсенальная, 80)","Доставка(да/нет) из склада: Санкт-Петербург (Арсенальная, 80)","Самовывоз(да/нет) из склада: Санкт-Петербург (Арсенальная, 80)",Пенза,Наличие(тонн) в складе: Пенза,Цена в складе: Пенза,Доставка(да/нет) из склада: Пенза,Самовывоз(да/нет) из склада: Пенза,"Самара (22 Партсъезда, 8)","Наличие(тонн) в складе: Самара (22 Партсъезда, 8)","Цена в складе: Самара (22 Партсъезда, 8)","Доставка(да/нет) из склада: Самара (22 Партсъезда, 8)","Самовывоз(да/нет) из склада: Самара (22 Партсъезда, 8)",Минеральные Воды,Наличие(тонн) в складе: Минеральные Воды,Цена в складе: Минеральные Воды,Доставка(да/нет) из склада: Минеральные Воды,Самовывоз(да/нет) из склада: Минеральные Воды,"Самара (Олимпийская, 67)","Наличие(тонн) в складе: Самара (Олимпийская, 67)","Цена в складе: Самара (Олимпийская, 67)","Доставка(да/нет) из склада: Самара (Олимпийская, 67)","Самовывоз(да/нет) из склада: Самара (Олимпийская, 67)","Тверь (Коняевская, 7)","Наличие(тонн) в складе: Тверь (Коняевская, 7)","Цена в складе: Тверь (Коняевская, 7)","Доставка(да/нет) из склада: Тверь (Коняевская, 7)","Самовывоз(да/нет) из склада: Тверь (Коняевская, 7)",Воронеж,Наличие(тонн) в складе: Воронеж,Цена в складе: Воронеж,Доставка(да/нет) из склада: Воронеж,Самовывоз(да/нет) из склада: Воронеж,"Йошкар-Ола (Железнодорожная, 15)","Наличие(тонн) в складе: Йошкар-Ола (Железнодорожная, 15)","Цена в складе: Йошкар-Ола (Железнодорожная, 15)","Доставка(да/нет) из склада: Йошкар-Ола (Железнодорожная, 15)","Самовывоз(да/нет) из склада: Йошкар-Ола (Железнодорожная, 15)",Ярославль,Наличие(тонн) в складе: Ярославль,Цена в складе: Ярославль,Доставка(да/нет) из склада: Ярославль,Самовывоз(да/нет) из склада: Ярославль,Краснодар,Наличие(тонн) в складе: Краснодар,Цена в складе: Краснодар,Доставка(да/нет) из склада: Краснодар,Самовывоз(да/нет) из склада: Краснодар,"Тольятти (Ярославская, 12)","Наличие(тонн) в складе: Тольятти (Ярославская, 12)","Цена в складе: Тольятти (Ярославская, 12)","Доставка(да/нет) из склада: Тольятти (Ярославская, 12)","Самовывоз(да/нет) из склада: Тольятти (Ярославская, 12)",Вологда,Наличие(тонн) в складе: Вологда,Цена в складе: Вологда,Доставка(да/нет) из склада: Вологда,Самовывоз(да/нет) из склада: Вологда,Набережные Челны,Наличие(тонн) в складе: Набережные Челны,Цена в складе: Набережные Челны,Доставка(да/нет) из склада: Набережные Челны,Самовывоз(да/нет) из склада: Набережные Челны,"Тверь (Гончаровой, 40)","Наличие(тонн) в складе: Тверь (Гончаровой, 40)","Цена в складе: Тверь (Гончаровой, 40)","Доставка(да/нет) из склада: Тверь (Гончаровой, 40)","Самовывоз(да/нет) из склада: Тверь (Гончаровой, 40)",Москва (Толбино),Наличие(тонн) в складе: Москва (Толбино),Цена в складе: Москва (Толбино),Доставка(да/нет) из склада: Москва (Толбино),Самовывоз(да/нет) из склада: Москва (Толбино),Екатеринбург,Наличие(тонн) в складе: Екатеринбург,Цена в складе: Екатеринбург,Доставка(да/нет) из склада: Екатеринбург,Самовывоз(да/нет) из склада: Екатеринбург,Москва (Плоский Прокат),Наличие(тонн) в складе: Москва (Плоский Прокат),Цена в складе: Москва (Плоский Прокат),Доставка(да/нет) из склада: Москва (Плоский Прокат),Самовывоз(да/нет) из склада: Москва (Плоский Прокат),"Липецк (Алмазная, 6)","Наличие(тонн) в складе: Липецк (Алмазная, 6)","Цена в складе: Липецк (Алмазная, 6)","Доставка(да/нет) из склада: Липецк (Алмазная, 6)","Самовывоз(да/нет) из склада: Липецк (Алмазная, 6)",Ярославль (автодоставка),Наличие(тонн) в складе: Ярославль (автодоставка),Цена в складе: Ярославль (автодоставка),Доставка(да/нет) из склада: Ярославль (автодоставка),Самовывоз(да/нет) из склада: Ярославль (автодоставка),Москва (Электроугли),Наличие(тонн) в складе: Москва (Электроугли),Цена в складе: Москва (Электроугли),Доставка(да/нет) из склада: Москва (Электроугли),Самовывоз(да/нет) из склада: Москва (Электроугли),Волжский,Наличие(тонн) в складе: Волжский,Цена в складе: Волжский,Доставка(да/нет) из склада: Волжский,Самовывоз(да/нет) из склада: Волжский,"Липецк (Ковалева, вл. 129)","Наличие(тонн) в складе: Липецк (Ковалева, вл. 129)","Цена в складе: Липецк (Ковалева, вл. 129)","Доставка(да/нет) из склада: Липецк (Ковалева, вл. 129)","Самовывоз(да/нет) из склада: Липецк (Ковалева, вл. 129)",Москва (автодоставка),Наличие(тонн) в складе: Москва (автодоставка),Цена в складе: Москва (автодоставка),Доставка(да/нет) из склада: Москва (автодоставка),Самовывоз(да/нет) из склада: Москва (автодоставка),Мурманск,Наличие(тонн) в складе: Мурманск,Цена в складе: Мурманск,Доставка(да/нет) из склада: Мурманск,Самовывоз(да/нет) из склада: Мурманск,"Нижний Новгород (Ореховская, 80)","Наличие(тонн) в складе: Нижний Новгород (Ореховская, 80)","Цена в складе: Нижний Новгород (Ореховская, 80)","Доставка(да/нет) из склада: Нижний Новгород (Ореховская, 80)","Самовывоз(да/нет) из склада: Нижний Новгород (Ореховская, 80)",Череповец,Наличие(тонн) в складе: Череповец,Цена в складе: Череповец,Доставка(да/нет) из склада: Череповец,Самовывоз(да/нет) из склада: Череповец,"Санкт-Петербург (Предпортовая, 1)","Наличие(тонн) в складе: Санкт-Петербург (Предпортовая, 1)","Цена в складе: Санкт-Петербург (Предпортовая, 1)","Доставка(да/нет) из склада: Санкт-Петербург (Предпортовая, 1)","Самовывоз(да/нет) из склада: Санкт-Петербург (Предпортовая, 1)",Казань,Наличие(тонн) в складе: Казань,Цена в складе: Казань,Доставка(да/нет) из склада: Казань,Самовывоз(да/нет) из склада: Казань,Москва (Храпуново),Наличие(тонн) в складе: Москва (Храпуново),Цена в складе: Москва (Храпуново),Доставка(да/нет) из склада: Москва (Храпуново),Самовывоз(да/нет) из склада: Москва (Храпуново)

Лист холоднокатаный отожженный 0.6 мм 1000 мм 2000 мм 08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/23703,23703,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,2000,,,Углеродистая,,08пс,,,Да,,Лист холоднокатаный отожженный,,,,,0.6,,,,,,ПАО СЕВЕРСТАЛЬ,,,1000,,ГОСТ 16523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Йошкар-Ола (Железнодорожная, 15)",28 т,[75400],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Лист холоднокатаный отожженный 0.5 мм 1250 мм 2500 мм 08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/21793,21793,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,2500,,,Углеродистая,,08пс,,,Да,,Лист холоднокатаный отожженный,,,,,0.5,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 16523,,,,,,Батайск,23 т,[77000],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ярославль,18 т,[75700],да,да,,,,,,,,,,,,,,,,Набережные Челны,Более 60 т,[76000],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Лист холоднокатаный отожженный 1.1 мм 1250 мм 2500 мм 08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/29713,29713,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,2500,,,Углеродистая,,08пс,,,Да,,Лист холоднокатаный отожженный,,,,,1.1,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 16523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Тверь (Коняевская, 7)",18 т,[75800],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон холоднокатаный отожженный 0.4 мм 1250 мм  08Ю ГОСТ 9045 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/23706,23706,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,,,,Углеродистая,,08Ю,,,Да,,Рулон холоднокатаный отожженный,,,,,0.4,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Липецк (Ковалева, вл. 129)",4 т,[76100],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Лист холоднокатаный отожженный 0.6 мм 1250 мм 2500 мм 08Ю ГОСТ 9045 О СЕВЕРСТАЛЬ ДИСТРИБУЦИЯ АО,https://market.severstal.com/ru/ru/o/p/32632,32632,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,2500,,,Углеродистая,,08Ю,,,Да,,Лист холоднокатаный отожженный,,,,,0.6,,,,,,СЕВЕРСТАЛЬ ДИСТРИБУЦИЯ АО,,,1250,,ГОСТ 9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ярославль,16 т,[76200],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Лист холоднокатаный отожженный 1.1 мм 1250 мм 3000 мм 08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/30936,30936,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,3000,,,Углеродистая,,08пс,,,Да,,Лист холоднокатаный отожженный,,,,,1.1,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 16523,"Нижний Новгород (Коновалова, 6)",30 т,[76900],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон холоднокатаный отожженный 0.4 мм 1250 мм  08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22614,22614,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,,,,Углеродистая,,08пс,,,Да,,Рулон холоднокатаный отожженный,,,,,0.4,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 16523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Москва (Толбино),14 т,[76961],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Лист холоднокатаный отожженный 0.6 мм 1250 мм 2500 мм 08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22077,22077,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,2500,,,Углеродистая,,08пс,,,Да,,Лист холоднокатаный отожженный,,,,,0.6,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 16523,"Нижний Новгород (Коновалова, 6)",47 т,[77284],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Лист холоднокатаный отожженный 0.7 мм 1000 мм 2500 мм 08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/31489,31489,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,2500,,,Углеродистая,,08пс,,,Да,,Лист холоднокатаный отожженный,,,,,0.7,,,,,,ПАО СЕВЕРСТАЛЬ,,,1000,,ГОСТ 16523,,,,,,,,,,,,,,,,,,,,,,,,,,Минеральные Воды,35 т,[77700],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон холоднокатаный отожженный 0.35 мм 1250 мм  08пс ГОСТ 16523 О ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22529,22529,Листовой прокат,Листы и рулоны холоднокатаные,,,,,,,,О,,,,,Углеродистая,,08пс,,,Да,,Рулон холоднокатаный отожженный,,,,,0.35,,,,,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 16523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Череповец,46 т,[78177],да,да,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.5 мм 1060 мм  08пс ГОСТ 34180 Сигнальный белый RAL 9003 100 О  ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22942,22942,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный белый RAL 9003,,,,,О,,,,,Углеродистая,,08пс,,,,,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.5,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1060,,ГОСТ 34180,"Нижний Новгород (Коновалова, 6)",21 т,[119600],да,да,,,,,,,,,,,,,,,,"Самара (22 Партсъезда, 8)",4 т,[114800],нет,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.7 мм 1250 мм  08пс ГОСТ 34180 Сигнальный белый RAL 9003 100 О  ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/32181,32181,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный белый RAL 9003,,,,,О,,,,,Углеродистая,,08пс,,,,,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.7,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.7 мм 1250 мм  08пс ГОСТ 34180 Сигнальный белый RAL 9003 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/33106,33106,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный белый RAL 9003,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.7,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Серо-белый RAL 9002 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22839,22839,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Серо-белый RAL 9002,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,НЕТ,Одностороннее,,100,0.5,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Санкт-Петербург (Предпортовая, 1)",5 т,[114900],да,да,,,,,,,,,,

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Сигнальный серый RAL 7004 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/33387,33387,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный серый RAL 7004,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,НЕТ,Одностороннее,,100,0.5,,,,Серый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Серый графит RAL 7024 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/33063,33063,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Серый графит RAL 7024,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.5,,,,Серый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,"Нижний Новгород (Коновалова, 6)",18 т,[120200],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ярославль,19 т,[115600],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Сигнальный белый RAL 9003 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/33086,33086,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный белый RAL 9003,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.5,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,"Нижний Новгород (Коновалова, 6)",31 т,[119600],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Москва (Толбино),Более 60 т,[115673],да,да,,,,,,,,,,,"Липецк (Алмазная, 6)",21 т,[116500],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Санкт-Петербург (Предпортовая, 1)",Более 60 т,[115900],да,да,,,,,,,,,,

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Слоновая кость RAL 1014 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22813,22813,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Слоновая кость RAL 1014,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,НЕТ,Одностороннее,,100,0.5,,,,Слоновая кость,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Санкт-Петербург (Предпортовая, 1)",25 т,[116500],да,да,,,,,,,,,,

Рулон с полимерным покрытием 0.45 мм 1250 мм  08пс ГОСТ 34180 Серо-белый RAL 9002 100 О  ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22796,22796,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Серо-белый RAL 9002,,,,,О,,,,,Углеродистая,,08пс,,,,,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.45,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Санкт-Петербург (Предпортовая, 1)",4 т,[116500],да,да,,,,,,,,,,

Рулон с полимерным покрытием 0.45 мм 1250 мм  08пс ГОСТ 34180 Серо-белый RAL 9002 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/28666,28666,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Серо-белый RAL 9002,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.45,,,,Серый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Санкт-Петербург (Предпортовая, 1)",13 т,[116500],да,да,,,,,,Москва (Храпуново),8 т,[118780],да,да

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Зелёный мох RAL 6005 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/28977,28977,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Зелёный мох RAL 6005,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.5,,,,Зеленый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,"Нижний Новгород (Коновалова, 6)",5 т,[119600],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Липецк (Алмазная, 6)",18 т,[116500],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Рулон с полимерным покрытием 0.45 мм 1060 мм  08пс ГОСТ 34180 Сигнальный белый RAL 9003 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/22325,22325,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный белый RAL 9003,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.45,,,,Белый,,ПАО СЕВЕРСТАЛЬ,,,1060,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Санкт-Петербург (Предпортовая, 1)",Более 60 т,[116500],да,да,,,,,,,,,,

Рулон с полимерным покрытием 0.45 мм 1250 мм  08пс ГОСТ 34180 Сигнальный серый RAL 7004 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/33083,33083,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Сигнальный серый RAL 7004,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.45,,,,Серый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Липецк (Ковалева, вл. 129)",9 т,[119500],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Москва (Храпуново),19 т,[118780],да,да

Рулон с полимерным покрытием 0.5 мм 1250 мм  08пс ГОСТ 34180 Шоколадно-коричневый RAL 8017 100 О Г ПАО СЕВЕРСТАЛЬ,https://market.severstal.com/ru/ru/o/p/23359,23359,Листовой прокат,Листы и рулоны с полимерным покрытием,,,Шоколадно-коричневый RAL 8017,,,,,О,,,,,Углеродистая,,08пс,,,,Г,Рулон с полимерным покрытием,ДА,Одностороннее,,100,0.5,,,,Коричневый,,ПАО СЕВЕРСТАЛЬ,,,1250,,ГОСТ 34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Липецк (Алмазная, 6)",4 т,[116500],да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

